date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2016-05-13,63339780,4706304000,75.4,73.5,74.4,1.1,27592,2317,75.0
2016-05-16,26475300,1959623182,74.4,73.5,74.0,-0.4,13009,2317,74.1
2016-05-17,29030680,2156356027,74.7,74.0,74.3,0.3,11869,2317,74.2
2016-05-18,28906865,2142547277,74.5,73.5,74.4,0.1,10524,2317,74.3
2016-05-19,25348906,1879143796,74.7,73.8,74.2,-0.2,9898,2317,74.4
2016-05-20,24261731,1802007602,74.8,74.0,74.0,-0.2,8448,2317,74.3
2016-05-23,52975328,4053551780,77.7,74.2,77.4,3.4,21593,2317,74.4
2016-05-24,26754761,2053542542,77.4,76.4,76.4,-1.0,13366,2317,77.3
2016-05-25,46903474,3687122354,79.7,77.4,78.4,2.0,20032,2317,77.5
2016-05-26,18307909,1433864127,79.0,78.0,78.1,-0.3,8594,2317,78.5
2016-05-27,20091932,1575252705,78.9,78.1,78.4,0.3,8528,2317,78.6
2016-05-30,25266400,2003392511,79.9,78.5,79.5,1.1,11798,2317,79.0
2016-05-31,66579085,5316736778,80.1,79.1,80.1,0.6,11613,2317,79.5
2016-06-01,28491260,2294863500,81.0,79.6,80.6,0.5,13259,2317,79.6
2016-06-02,29009876,2319181117,80.8,79.2,79.3,-1.3,11505,2317,80.7
2016-06-03,17414792,1391439460,80.2,79.5,80.0,0.7,7527,2317,79.5
2016-06-04,5532986,443138306,80.3,79.7,80.2,0.2,3447,2317,79.9
2016-06-06,21625003,1738847529,81.4,79.6,80.2,0.0,9765,2317,79.8
2016-06-07,31493323,2550209533,81.2,80.6,81.1,0.9,11809,2317,80.8
2016-06-08,37351639,3045717487,82.0,81.1,81.3,0.2,15060,2317,81.5
2016-06-13,48285489,3819961931,80.0,78.6,78.6,-2.7,20366,2317,79.9
2016-06-14,26410813,2095778325,79.9,78.0,79.9,1.3,10761,2317,78.0
2016-06-15,21566955,1724184457,80.3,79.2,80.2,0.3,8973,2317,79.3
2016-06-16,28763098,2274529587,79.6,78.6,78.8,-1.4,10720,2317,79.5
2016-06-17,33517439,2663154297,80.1,79.0,79.3,0.5,10665,2317,79.2
2016-06-20,25729544,2069313707,80.8,80.1,80.5,1.2,10938,2317,80.4
2016-06-21,24933754,2010220811,81.0,80.1,80.7,0.2,9037,2317,80.3
2016-06-22,27195855,2207554868,81.5,80.7,81.5,0.8,12309,2317,80.7
2016-06-23,49044179,4055603657,83.0,82.0,82.9,1.4,22574,2317,82.0
2016-06-24,64170772,5223362936,83.2,80.6,81.5,-1.4,27147,2317,83.2
2016-06-27,20747307,1693251174,82.1,80.8,82.0,0.5,9536,2317,81.0
2016-06-28,26680486,2182222829,82.5,80.8,82.5,0.5,12311,2317,81.2
2016-06-29,20873510,1721836009,82.9,82.0,82.5,0.0,9097,2317,82.0
2016-06-30,27817765,2295824152,82.9,82.2,82.5,0.0,9310,2317,82.7
2016-07-01,25594003,2124301204,83.4,82.5,82.7,0.2,10582,2317,82.5
2016-07-04,25249085,2103320923,83.5,83.0,83.3,0.6,9239,2317,83.3
2016-07-05,17271233,1432788939,83.3,82.6,83.0,-0.3,8125,2317,83.0
2016-07-06,26713814,2184621848,82.5,81.5,81.5,-1.5,13324,2317,82.5
2016-07-07,16964851,1392004645,82.3,81.7,82.1,0.6,7524,2317,82.0
2016-07-11,33141165,2739572933,83.0,82.2,82.5,0.4,12213,2317,82.2
2016-07-12,32630740,2714824955,83.5,82.6,83.3,0.8,12270,2317,82.6
2016-07-13,30235188,2522782201,83.9,83.0,83.5,0.2,13025,2317,83.9
2016-07-14,19334919,1612947255,83.6,83.0,83.5,0.0,8638,2317,83.5
2016-07-15,34163621,2881651526,84.8,83.7,84.5,1.0,16344,2317,83.7
2016-07-18,42513816,3635626835,86.0,85.0,86.0,1.5,18173,2317,85.4
2016-07-19,34955345,3008122370,86.4,85.6,86.2,0.2,13629,2317,86.4
2016-07-20,28845013,2479299242,86.3,85.6,86.0,-0.2,11126,2317,85.8
2016-07-21,51008107,4457788801,88.0,86.2,87.4,1.4,20719,2317,86.3
2016-07-22,34959682,3062504326,87.9,87.2,87.6,0.2,14271,2317,87.7
2016-07-25,34004543,2958132698,88.0,85.6,87.6,0.0,15649,2317,87.4
2016-07-26,28924264,2533326471,87.9,86.7,87.8,0.2,11482,2317,87.5
2016-07-27,47025401,4182416861,89.5,88.3,89.0,1.2,19313,2317,88.4
2016-07-28,28783791,2561266614,89.4,88.5,89.0,0.0,11689,2317,89.4
2016-07-29,29462507,2600290616,89.0,87.9,87.9,-1.1,13436,2317,89.0
2016-08-01,35252603,3128322065,89.0,87.8,88.8,0.9,13651,2317,87.8
2016-08-02,17857759,1583878744,89.0,88.5,88.5,-0.3,8373,2317,88.8
2016-08-03,28265281,2479145408,88.3,87.4,87.5,-1.0,11605,2317,87.5
2016-08-04,16706468,1468395434,88.0,87.5,88.0,0.5,6655,2317,88.0
2016-08-05,21977674,1942409709,88.8,87.8,88.4,0.4,9045,2317,88.0
2016-08-08,38003972,3398142135,90.0,89.0,90.0,1.6,15429,2317,89.2
2016-08-09,27157080,2440513140,90.1,89.2,89.9,-0.1,9809,2317,90.0
2016-08-10,21467637,1929664637,90.0,89.6,90.0,0.1,9229,2317,89.9
2016-08-11,32700410,2915685044,89.7,88.4,89.5,-0.5,12261,2317,89.4
2016-08-12,120062589,10419755060,87.8,86.0,86.2,-3.3,50090,2317,86.5
2016-08-15,42295410,3663700908,87.2,85.5,87.2,1.0,21857,2317,85.8
2016-08-16,35385178,3060588710,87.2,86.1,86.2,-1.0,15154,2317,87.0
2016-08-17,71503379,6092327884,86.1,84.8,85.0,-1.2,30115,2317,86.0
2016-08-18,41301784,3521344024,86.0,84.5,85.7,0.7,17091,2317,84.9
2016-08-19,37607364,3228421209,86.7,85.2,85.3,-0.4,15901,2317,86.0
2016-08-22,25392740,2165468489,85.6,85.0,85.4,0.1,10857,2317,85.2
2016-08-23,32195237,2757636782,85.9,85.2,85.8,0.4,12372,2317,85.2
2016-08-24,43804037,3795051619,87.1,86.1,86.7,0.9,19155,2317,86.2
2016-08-25,57438373,5048818953,88.5,86.9,88.5,1.8,23994,2317,86.9
2016-08-26,38907883,3443302053,89.0,88.1,88.5,0.0,15528,2317,88.9
2016-08-29,63998105,5701970107,89.7,88.4,89.3,0.8,23805,2317,89.0
2016-08-30,45965196,4092761544,89.5,88.7,89.0,-0.3,18053,2317,89.3
2016-08-31,68836583,6074873604,88.9,88.0,88.0,-1.0,25682,2317,88.7
2016-09-01,103889999,9071572991,87.8,86.8,87.4,-0.6,37318,2317,87.2
2016-09-02,158664535,12233653270,77.9,76.3,77.2,0.0,68979,2317,76.6
2016-09-05,44625629,3483109591,78.4,77.6,78.2,1.0,20575,2317,77.9
2016-09-06,51022095,4058307905,79.9,78.6,79.8,1.6,23722,2317,78.8
2016-09-07,59399913,4754313420,80.8,79.5,79.5,-0.3,29494,2317,80.4
2016-09-08,50257398,3960139262,79.7,78.5,78.5,-1.0,21185,2317,79.6
2016-09-09,36760350,2856282829,77.9,77.5,77.7,-0.8,18781,2317,77.8
2016-09-10,23404331,1811772316,78.3,76.7,78.0,0.3,12853,2317,76.8
2016-09-12,31237702,2426634856,78.2,77.5,77.5,-0.5,14641,2317,78.0
2016-09-13,37723869,2925547673,78.5,76.8,77.2,-0.3,16394,2317,78.3
2016-09-14,43959603,3411367947,78.2,77.2,77.4,0.2,14616,2317,77.2
2016-09-19,76667029,6125553679,80.5,79.2,80.4,3.0,31744,2317,79.9
2016-09-20,41417392,3325929443,80.7,80.0,80.2,-0.2,18417,2317,80.5
2016-09-21,29174757,2326573473,80.1,79.3,80.0,-0.2,15644,2317,79.9
2016-09-22,31624566,2527103680,80.8,79.3,79.6,-0.4,16863,2317,80.3
2016-09-23,30788582,2454548205,80.0,79.4,79.8,0.2,12143,2317,79.9
2016-09-26,32605029,2574486308,79.4,78.6,78.9,-0.9,13903,2317,79.1
2016-09-29,49890235,3980268990,80.0,79.3,79.8,0.9,16087,2317,79.8
2016-09-30,33180637,2625777041,79.5,79.0,79.0,-0.8,12634,2317,79.2
2016-10-03,23921302,1900379841,79.8,79.2,79.2,0.2,9019,2317,79.8
2016-10-04,19839984,1570944601,79.5,78.9,79.5,0.3,8624,2317,79.0
2016-10-05,14224693,1131510290,79.8,79.1,79.6,0.1,6729,2317,79.1
2016-10-06,24815554,1988141329,80.3,80.0,80.2,0.6,12328,2317,80.2
2016-10-07,15318995,1228163082,80.5,80.0,80.0,-0.2,7541,2317,80.5
2016-10-11,51744756,4199103543,81.9,80.5,81.1,1.1,22212,2317,81.0
2016-10-12,38592633,3142515068,81.7,80.9,81.6,0.5,17857,2317,81.5
2016-10-13,34881026,2857168832,82.4,81.6,81.8,0.2,16735,2317,82.1
2016-10-14,22420059,1820447522,81.7,80.7,81.2,-0.6,10756,2317,81.6
2016-10-17,29655889,2410790322,82.0,80.4,81.9,0.7,12836,2317,80.8
2016-10-18,32868087,2694088835,82.2,81.6,82.1,0.2,13865,2317,81.9
2016-10-19,38455388,3168757404,82.5,82.2,82.4,0.3,17142,2317,82.2
2016-10-20,40042546,3332081435,83.5,82.7,83.5,1.1,19648,2317,82.8
2016-10-21,65473533,5528330463,85.0,83.9,84.3,0.8,21452,2317,84.0
2016-10-24,31339246,2648240473,85.0,84.1,84.2,-0.1,12936,2317,84.9
2016-10-25,49322603,4202923535,85.9,84.5,85.7,1.5,22538,2317,84.6
2016-10-26,36417398,3116188534,85.9,85.0,85.6,-0.1,15532,2317,85.2
2016-10-27,36899987,3157529739,86.4,85.0,85.4,-0.2,14334,2317,85.9
2016-10-28,30165885,2559426125,85.9,84.6,84.8,-0.6,11413,2317,85.9
2016-10-31,31249715,2638377555,85.3,83.6,85.3,0.5,13187,2317,84.7
2016-11-01,23258245,1974411594,85.4,84.4,84.6,-0.7,10155,2317,85.3
2016-11-02,51613717,4303489411,84.4,82.6,82.6,-2.0,22829,2317,84.0
2016-11-03,43612683,3578842816,83.0,81.6,81.7,-0.9,19671,2317,82.1
2016-11-04,25604798,2099932861,82.5,81.6,82.0,0.3,12048,2317,81.6
2016-11-07,30230200,2514764931,83.6,82.3,83.5,1.5,12691,2317,82.5
2016-11-08,20390319,1697624018,84.0,82.6,83.0,-0.5,9084,2317,83.9
2016-11-09,70378679,5729678499,84.2,80.1,80.4,-2.6,34308,2317,84.0
2016-11-10,48546840,3970888660,82.4,81.5,81.5,1.1,20087,2317,82.4
2016-11-11,73170894,5806685536,80.3,79.0,79.0,-2.5,36477,2317,79.5
2016-11-14,46012334,3636058959,79.6,78.6,79.0,0.0,20965,2317,79.5
2016-11-15,34163146,2708207615,79.8,78.7,79.0,0.0,13178,2317,78.7
2016-11-16,39144563,3107911377,79.9,79.0,79.0,0.0,15934,2317,79.4
2016-11-17,31889994,2551904153,80.6,79.3,80.6,1.6,14937,2317,79.8
2016-11-18,32171846,2594525626,81.3,79.8,80.9,0.3,12755,2317,80.6
2016-11-21,14358799,1160314919,81.1,80.5,80.9,0.0,7583,2317,80.9
2016-11-22,29078713,2367240599,81.7,81.0,81.2,0.3,16017,2317,81.3
2016-11-23,27268505,2235549262,82.3,81.7,82.0,0.8,15020,2317,81.8
2016-11-24,17929340,1458340357,81.7,81.1,81.1,-0.9,11030,2317,81.5
2016-11-25,16543949,1334411106,81.0,80.4,80.5,-0.6,10332,2317,80.9
2016-11-28,15494271,1258144173,81.4,80.7,81.3,0.8,8312,2317,81.4
2016-11-29,41901230,3446134717,82.8,81.6,82.0,0.7,17338,2317,82.0
2016-11-30,51345862,4215743681,82.9,81.3,82.0,0.0,16890,2317,82.2
2016-12-01,26194944,2155266808,82.7,81.7,82.4,0.4,14033,2317,82.7
2016-12-02,29231971,2385451959,81.9,81.3,81.7,-0.7,13189,2317,81.5
2016-12-05,16511600,1345802825,81.9,81.1,81.3,-0.4,7658,2317,81.6
2016-12-06,29762724,2446504411,82.4,81.9,82.3,1.0,12312,2317,82.1
2016-12-07,38118860,3163814461,83.4,82.8,83.1,0.8,16552,2317,83.2
2016-12-08,83403004,7041036909,84.8,83.7,84.8,1.7,37837,2317,84.0
2016-12-09,47933555,4075058278,85.6,84.7,85.0,0.2,21334,2317,85.5
2016-12-12,35560276,2979457373,84.9,83.3,83.4,-1.6,19752,2317,84.5
2016-12-13,36527626,3071478684,84.4,83.6,84.4,1.0,17163,2317,84.0
2016-12-14,30200482,2544571895,85.0,83.7,83.7,-0.7,14849,2317,84.9
2016-12-15,33238409,2788792456,84.3,83.5,84.2,0.5,14169,2317,83.5
2016-12-16,38931821,3265986689,84.5,83.6,83.6,-0.6,13994,2317,83.9
2016-12-19,24351909,2023334586,83.7,82.8,82.8,-0.8,14366,2317,83.5
2016-12-20,23623083,1969722802,83.8,83.0,83.7,0.9,11649,2317,83.5
2016-12-21,34041300,2849351603,84.2,83.3,83.3,-0.4,14001,2317,84.1
2016-12-22,28033752,2330930616,83.6,82.7,82.8,-0.5,13691,2317,83.6
2016-12-23,21893963,1814343262,83.5,82.6,82.7,-0.1,11644,2317,82.7
2016-12-26,8157737,678008136,83.3,82.8,83.3,0.6,4365,2317,82.8
2016-12-27,8564348,713905378,83.6,83.0,83.5,0.2,4707,2317,83.5
2016-12-28,18399269,1519137932,84.0,83.1,84.0,0.5,7714,2317,83.1
2016-12-29,23802717,1996176571,84.3,83.1,83.6,-0.4,10445,2317,83.1
2016-12-30,21649771,1822757166,84.4,84.0,84.2,0.6,9273,2317,84.2
2017-01-03,15416016,1294730044,84.3,83.7,84.3,0.1,8066,2317,83.7
2017-01-04,23873107,2015096108,84.6,84.2,84.2,-0.1,11491,2317,84.3
2017-01-05,25436380,2138359820,84.5,83.8,84.0,-0.2,10638,2317,84.4
2017-01-06,23040962,1935817593,84.5,83.8,83.8,-0.2,8135,2317,84.5
2017-01-09,16896424,1415345372,84.3,83.5,83.5,-0.3,8054,2317,84.1
2017-01-10,15941071,1337490566,84.1,83.6,84.0,0.5,6474,2317,83.9
2017-01-11,28156161,2363577420,84.4,83.4,84.2,0.2,12424,2317,84.4
2017-01-12,29006144,2443370656,84.4,83.6,84.3,0.1,12028,2317,84.2
2017-01-13,22849300,1923697754,84.4,83.9,84.2,-0.1,8941,2317,84.3
2017-01-16,16511152,1379370729,84.0,83.5,83.5,-0.7,7378,2317,84.0
2017-01-17,14589273,1222155239,84.0,83.5,84.0,0.5,8228,2317,83.8
2017-01-18,19363976,1622184471,84.1,83.3,83.3,-0.7,8782,2317,84.0
2017-01-19,25925225,2163893353,83.8,83.0,83.5,0.2,7824,2317,83.3
2017-01-20,20360487,1702872266,84.0,83.4,83.4,-0.1,7397,2317,84.0
2017-01-23,27882026,2334639337,84.0,83.4,84.0,0.6,10370,2317,83.5
2017-01-24,25450490,2131316435,84.0,83.6,83.7,-0.3,9903,2317,83.6
2017-02-02,76617425,6472870782,85.7,83.2,84.1,0.4,24016,2317,85.7
2017-02-03,42945286,3593104469,84.1,83.5,83.7,-0.4,12623,2317,83.8
2017-02-06,46842855,3962892826,85.0,84.0,85.0,1.3,17113,2317,84.2
2017-02-07,59870842,5110915805,85.8,84.6,85.8,0.8,25510,2317,85.5
2017-02-08,102312901,8910275137,87.5,85.8,87.5,1.7,42662,2317,86.0
2017-02-09,96976966,8569636686,88.9,87.7,88.9,1.4,39691,2317,88.0
2017-02-10,83062758,7412105000,89.8,88.5,89.1,0.2,29589,2317,89.0
2017-02-13,53359488,4778802967,89.9,88.8,89.9,0.8,23985,2317,89.4
2017-02-14,74367260,6710505927,90.7,89.6,90.0,0.1,27450,2317,90.6
2017-02-15,75728893,6864474320,91.0,90.1,90.9,0.9,34106,2317,90.5
2017-02-16,48156002,4374391419,91.8,90.0,91.0,0.1,22560,2317,91.5
2017-02-17,30377696,2743524430,90.9,90.0,90.0,-1.0,13910,2317,90.4
2017-02-18,11328885,1018267228,90.3,89.6,89.9,-0.1,6379,2317,90.0
2017-02-20,27647407,2488888596,90.2,89.8,90.1,0.2,11128,2317,90.0
2017-02-21,34779702,3138985880,91.0,89.8,90.5,0.4,14733,2317,91.0
2017-02-22,28270434,2553170679,90.9,90.0,90.5,0.0,12293,2317,90.7
2017-02-23,34602145,3107744965,90.7,89.8,90.3,-0.2,15393,2317,89.8
2017-02-24,31979264,2868819560,90.3,89.5,89.5,-0.8,11226,2317,89.8
2017-03-01,31754685,2843694825,90.4,89.0,89.0,-0.5,12438,2317,90.4
2017-03-02,34409022,3078002774,90.3,88.8,89.6,0.6,14812,2317,90.1
2017-03-03,30052960,2678443882,89.7,88.6,88.8,-0.8,13828,2317,89.7
2017-03-06,18565873,1658642390,89.9,88.5,89.9,1.1,9788,2317,88.8
2017-03-07,30330547,2737855930,90.7,89.6,90.5,0.6,12023,2317,89.9
2017-03-08,35419144,3211508172,91.0,90.1,90.7,0.2,16612,2317,90.8
2017-03-09,34394387,3082605966,90.3,89.3,89.3,-1.4,16129,2317,90.2
2017-03-10,37663397,3343082943,90.0,88.0,89.9,0.6,18104,2317,88.9
2017-03-13,15412711,1385569944,90.2,89.5,90.0,0.1,8214,2317,90.2
2017-03-14,20693907,1866210292,90.5,89.9,90.0,0.0,9241,2317,90.0
2017-03-15,17686039,1594078973,90.4,89.7,90.1,0.1,7119,2317,89.9
2017-03-16,38964860,3541630968,91.4,90.4,90.9,0.8,16018,2317,90.5
2017-03-17,46804330,4271848230,91.4,91.0,91.4,0.5,15014,2317,91.3
2017-03-20,17142588,1563641403,91.4,90.9,91.3,-0.1,7780,2317,91.3
2017-03-21,30747643,2814560813,91.8,91.3,91.5,0.2,13482,2317,91.3
2017-03-22,24413564,2221365653,91.5,90.5,91.5,0.0,11261,2317,90.8
2017-03-23,17899814,1634367031,91.7,90.8,91.3,-0.2,7767,2317,91.7
2017-03-24,19735987,1789859062,91.0,90.5,90.6,-0.7,8622,2317,90.5
2017-03-27,29369059,2655857538,91.0,89.8,90.5,-0.1,9238,2317,90.0
2017-03-28,27414860,2493639344,91.3,90.6,91.2,0.7,10444,2317,90.9
2017-03-29,23560292,2153907567,91.8,91.0,91.5,0.3,9941,2317,91.7
2017-03-30,18735651,1713186220,91.6,91.2,91.4,-0.1,8275,2317,91.5
2017-03-31,27342579,2497432289,91.6,91.0,91.0,-0.4,10014,2317,91.4
2017-04-05,173212521,16816271593,98.4,95.6,98.0,7.0,65284,2317,96.0
2017-04-06,64742520,6306242440,98.6,96.7,97.3,-0.7,28196,2317,98.2
2017-04-07,63423890,6103584140,97.7,95.2,96.1,-1.2,26829,2317,97.0
2017-04-10,38875090,3735940322,96.5,95.6,96.5,0.4,15449,2317,96.0
2017-04-11,47063021,4565073597,97.6,96.5,96.9,0.4,17601,2317,96.9
2017-04-12,40250876,3907517072,97.4,96.6,97.3,0.4,12909,2317,97.4
2017-04-13,61732380,6081861240,99.3,97.5,98.5,1.2,24052,2317,97.7
2017-04-14,35856577,3485429838,97.8,96.7,96.7,-1.8,19032,2317,97.7
2017-04-17,28643429,2763636567,97.3,95.6,97.3,0.6,12638,2317,96.7
2017-04-18,15171170,1475163192,98.0,96.8,97.0,-0.3,7499,2317,97.9
2017-04-19,30855048,2962867825,96.5,95.8,95.8,-1.2,15150,2317,96.5
2017-04-20,25323453,2426738681,96.2,95.5,96.0,0.2,10313,2317,96.0
2017-04-21,14639568,1413842714,96.8,96.2,96.5,0.5,7480,2317,96.2
2017-04-24,15423557,1495593053,97.7,96.5,97.0,0.5,8028,2317,97.7
2017-04-25,35547278,3471374151,97.9,97.1,97.9,0.9,16594,2317,97.7
2017-04-26,39698091,3904120029,98.7,98.0,98.2,0.3,16082,2317,98.7
2017-04-27,26801673,2632612454,98.5,97.9,98.3,0.1,8899,2317,98.3
2017-04-28,47126861,4647125530,99.5,98.0,98.8,0.5,18956,2317,98.5
2017-05-02,146011742,14600738067,100.5,99.8,100.0,1.2,25883,2317,99.8
2017-05-03,43599757,4389370200,101.5,100.0,100.5,0.5,20474,2317,100.0
2017-05-04,27758737,2793177700,101.0,100.0,100.5,0.0,15032,2317,100.5
2017-05-05,22247391,2231793100,101.0,100.0,100.0,-0.5,11274,2317,100.0
2017-05-08,23208376,2337152395,101.5,100.0,101.0,1.0,10786,2317,101.0
2017-05-09,106299570,11089336210,105.5,101.5,104.0,3.0,41750,2317,102.0
2017-05-10,44982960,4687034453,105.5,103.0,104.0,0.0,22963,2317,105.5
2017-05-11,39791573,4119466505,104.0,103.0,104.0,0.0,17492,2317,104.0
2017-05-12,59017991,6092376734,105.0,102.0,102.5,-1.5,24904,2317,104.0
2017-05-15,33740219,3496582918,104.5,102.5,104.0,1.5,14604,2317,103.0
2017-05-16,37905027,3919509841,104.0,102.5,103.5,-0.5,12832,2317,104.0
2017-05-17,27976244,2874514328,103.5,102.0,103.0,-0.5,9676,2317,103.0
2017-05-18,48593144,4928110188,102.0,100.5,102.0,-1.0,19545,2317,101.0
2017-05-19,18775852,1911102802,102.5,101.5,101.5,-0.5,10761,2317,102.0
2017-05-22,19574178,2002281156,102.5,102.0,102.5,1.0,8731,2317,102.5
2017-05-23,47835471,4966307006,104.5,102.5,104.0,1.5,16499,2317,103.0
2017-05-24,22403683,2332369492,104.5,103.5,104.0,0.0,10159,2317,103.5
2017-05-25,29549455,3092548112,105.0,104.0,105.0,1.0,13189,2317,104.5
2017-05-26,32313402,3368874308,104.5,104.0,104.5,-0.5,11999,2317,104.0
2017-05-31,39270293,4057296679,104.0,103.0,103.0,-1.5,12724,2317,103.5
2017-06-01,27441549,2851027096,104.5,103.0,104.5,1.5,10192,2317,103.5
2017-06-02,38194518,4008520946,105.5,104.5,105.5,1.0,12695,2317,105.0
2017-06-03,9968286,1046425775,105.5,104.5,105.0,-0.5,4168,2317,105.0
2017-06-05,29383075,3096213375,106.0,105.0,105.5,0.5,13838,2317,105.0
2017-06-06,21309002,2240531210,105.5,105.0,105.0,-0.5,9742,2317,105.5
2017-06-07,27310162,2864892921,105.5,104.5,105.0,0.0,8026,2317,105.0
2017-06-08,15154346,1592538830,105.5,104.5,105.0,0.0,6308,2317,105.0
2017-06-09,34929459,3673085798,106.0,105.0,105.0,0.0,10457,2317,105.0
2017-06-12,49986457,5132226114,103.5,102.0,102.0,-3.0,17777,2317,103.0
2017-06-13,42832418,4351938236,102.5,101.0,102.0,0.0,14064,2317,101.0
2017-06-14,41192496,4197916645,103.0,101.0,102.0,0.0,13619,2317,102.5
2017-06-15,22903577,2347374240,103.0,102.0,102.5,0.5,8400,2317,102.5
2017-06-16,55593231,5792108383,105.0,102.5,105.0,2.5,17609,2317,102.5
2017-06-19,91950276,9967807084,110.0,106.0,109.5,4.5,36992,2317,106.0
2017-06-20,90852821,10298716744,115.0,111.5,114.5,5.0,41169,2317,111.5
2017-06-21,69994716,7905844728,114.0,112.0,113.0,-1.5,30173,2317,113.5
2017-06-22,59437938,6729021016,114.5,112.0,112.5,-0.5,25041,2317,113.0
2017-06-23,37930603,4287781031,114.0,112.5,112.5,0.0,16176,2317,113.0
2017-06-26,139000262,16469160410,121.0,113.0,120.0,7.5,52063,2317,113.5
2017-06-27,83973152,10148867675,122.5,119.0,121.5,1.5,34481,2317,119.0
2017-06-28,99401755,11890167090,121.0,118.0,118.0,-3.5,30874,2317,120.0
2017-06-29,48517658,5781129194,120.0,118.5,119.0,1.0,17552,2317,119.5
2017-06-30,68372860,7995817370,118.0,116.0,117.0,-2.0,25808,2317,117.5
2017-07-03,48446980,5650701918,118.0,116.0,116.5,-0.5,18586,2317,116.0
2017-07-04,65450472,7491628803,117.0,113.0,113.0,-3.5,29114,2317,116.5
2017-07-05,58318681,6682942496,116.0,113.0,116.0,3.0,22150,2317,113.5
2017-07-06,31861057,3661029378,115.5,114.0,115.5,-0.5,12757,2317,115.5
2017-07-07,32707832,3742883551,115.0,114.0,114.5,-1.0,15334,2317,114.5
2017-07-10,45153445,5205726175,116.0,114.5,115.5,1.0,17623,2317,115.0
2017-07-11,75118399,8852444782,118.5,116.5,118.5,3.0,27361,2317,117.0
2017-07-12,91355677,10838373029,119.5,118.0,118.5,0.0,35575,2317,118.5
2017-07-13,83078766,9607891618,116.0,115.0,115.5,0.0,35631,2317,115.5
2017-07-14,35813280,4140224113,116.0,115.0,115.5,0.0,17216,2317,116.0
2017-07-17,35526052,4107831276,116.0,115.0,115.5,0.0,13837,2317,116.0
2017-07-18,34634354,4017352015,117.0,115.0,117.0,1.5,13697,2317,115.5
2017-07-19,30175151,3540992147,118.0,117.0,117.0,0.0,13439,2317,117.5
2017-07-20,34665110,4068390610,118.5,116.5,116.5,-0.5,12529,2317,118.0
2017-07-21,32812474,3783138010,116.5,114.5,115.0,-1.5,13248,2317,116.5
2017-07-24,28834580,3323847312,116.0,114.0,116.0,1.0,10721,2317,114.5
2017-07-25,39264315,4590748175,117.5,116.0,117.0,1.0,14949,2317,116.5
2017-07-26,27988227,3266271061,117.5,115.5,115.5,-1.5,12230,2317,117.5
2017-07-27,47888656,5642194335,118.5,117.0,117.5,2.0,20988,2317,117.0
2017-07-28,28597389,3358657243,118.0,116.5,117.5,0.0,13981,2317,117.5
2017-07-31,26663998,3122696666,117.5,116.5,117.5,0.0,8781,2317,116.5
2017-08-01,24368829,2845683426,117.5,116.5,116.5,-1.0,10429,2317,116.5
2017-08-02,42046572,4980239596,119.5,117.5,118.5,2.0,17757,2317,118.5
2017-08-03,32872121,3890975139,119.0,117.5,119.0,0.5,14093,2317,117.5
2017-08-04,22973121,2733317429,119.5,118.5,119.5,0.5,11439,2317,119.0
2017-08-07,55573420,6709580820,122.0,119.5,121.5,2.0,22528,2317,119.5
2017-08-08,35846503,4341762363,122.5,119.5,121.0,-0.5,15770,2317,122.0
2017-08-09,47421728,5632833404,120.5,117.5,118.0,-3.0,19074,2317,119.5
2017-08-10,48173952,5605365932,118.0,115.0,116.0,-2.0,22127,2317,118.0
2017-08-11,46202486,5342938302,117.0,114.5,116.5,0.5,15429,2317,114.5
2017-08-14,45566279,5243397196,116.5,114.0,114.0,-2.5,20422,2317,116.5
2017-08-15,23934326,2759774879,116.0,114.5,115.5,1.5,11050,2317,115.5
2017-08-16,28874203,3318357796,116.0,114.5,115.0,-0.5,9897,2317,115.0
2017-08-17,18416645,2128564290,116.0,115.0,116.0,1.0,7752,2317,115.0
2017-08-18,28090155,3226726700,116.0,114.0,115.5,-0.5,9286,2317,114.5
2017-08-21,18950822,2171904540,115.0,114.0,115.0,-0.5,9217,2317,114.5
2017-08-22,18866616,2178498498,116.0,115.0,115.0,0.0,9199,2317,115.5
2017-08-23,30660212,3551398011,116.5,115.0,115.0,0.0,12740,2317,115.5
2017-08-24,27856088,3216151208,116.0,115.0,116.0,1.0,10098,2317,115.0
2017-08-25,20841797,2417589452,116.5,115.5,116.0,0.0,8922,2317,116.0
2017-08-28,19889160,2302005818,116.5,115.0,115.5,-0.5,8899,2317,116.5
2017-08-29,17096752,1969472215,115.5,115.0,115.5,0.0,8010,2317,115.0
2017-08-30,34362407,4011509298,117.5,116.0,117.5,2.0,14398,2317,116.0
2017-08-31,34282963,4039750816,119.0,117.0,117.5,0.0,11621,2317,118.5
2017-09-01,17581242,2063796740,118.0,117.0,117.5,0.0,8092,2317,117.0
2017-09-04,19131350,2232915631,117.5,116.0,116.5,-1.0,7573,2317,116.5
2017-09-05,28540905,3314380760,117.0,115.5,116.5,0.0,8921,2317,116.5
2017-09-06,30304494,3508485304,116.5,115.0,115.5,-1.0,10124,2317,116.0
2017-09-07,25406406,2931630694,116.5,115.0,115.5,0.0,11091,2317,115.5
2017-09-08,39679811,4635824887,117.5,115.5,117.0,1.5,15449,2317,116.0
2017-09-11,21045026,2452053016,118.0,115.5,116.0,-1.0,10014,2317,117.5
